booking_id,customer_id,hotel_name,room_type,price_per_night,nights,total_amount,rating,payment_method,booking_platform,booking_date,check_in_date,check_out_date,discount,cancellation_policy,is_cancelled,booking_status
BKG142970,CUST45227,Amman Grand Hotel,Single,62.66,2,119.05,4.8,Credit Card,Booking.com,2025-08-23,2025-09-18,2025-09-20,5,Free Cancellation,0,Checked-out
BKG142971,CUST27319,Amman Grand Hotel,Single,47.87,2,86.17,4.0,Online Payment,Booking.com,2025-11-04,2025-11-12,2025-11-14,10,Non-refundable,0,Checked-out
BKG142972,CUST31769,Amman Grand Hotel,Single,79.63,2,159.26,4.6,Cash,Expedia,2024-08-02,2024-09-02,2024-09-04,0,Free Cancellation,0,Checked-out
BKG142973,CUST20855,Amman Grand Hotel,Single,83.41,2,343.49,3.5,Credit Card,Expedia,2025-07-03,2025-08-31,2025-09-02,5,Free Cancellation,0,Checked-out
BKG142974,CUST16425,Amman Grand Hotel,Double,111.82,4,447.28,4.6,Bank Transfer,Booking.com,2023-04-29,2023-05-12,2023-05-16,0,Partial Refund,0,Checked-out
BKG142975,CUST12397,Amman Grand Hotel,Single,63.33,5,300.82,3.5,Credit Card,Direct,2024-10-05,2024-10-18,2024-10-23,5,Partial Refund,0,Checked-out
BKG142976,CUST10650,Amman Grand Hotel,Single,64.84,3,0.0,4.1,Cash,Agoda,2025-07-01,2025-07-11,2025-07-14,10,Free Cancellation,1,Cancelled
BKG142977,CUST36163,Amman Grand Hotel,Family,185.14,3,555.42,4.9,Credit Card,Direct,2023-06-09,2023-06-13,2023-06-16,0,Free Cancellation,0,Checked-out
BKG142978,CUST50579,Amman Grand Hotel,Single,66.76,6,63.42,4.1,Cash,Expedia,2025-06-23,2025-07-22,2025-07-28,5,Partial Refund,0,No-show
BKG142979,CUST19277,Amman Grand Hotel,Double,90.19,9,730.54,3.4,Cash,Direct,2024-03-12,2024-03-18,2024-03-27,10,Partial Refund,0,Checked-out
BKG142980,CUST13965,Amman Grand Hotel,Double,50.0,2,100.0,3.8,Credit Card,Booking.com,2024-02-12,2024-03-19,2024-03-21,0,Partial Refund,0,Checked-out
BKG142981,CUST34351,Amman Grand Hotel,Double,84.53,2,169.06,3.7,Credit Card,Direct,2024-10-31,2024-11-27,2024-11-29,0,Non-refundable,0,Checked-out
BKG142982,CUST33171,Amman Grand Hotel,Single,37.19,6,223.14,4.1,Bank Transfer,Direct,2025-01-31,2025-02-21,2025-02-27,0,Partial Refund,0,Checked-out
BKG142983,CUST43525,Amman Grand Hotel,Double,84.22,5,421.1,4.8,Online Payment,Booking.com,2025-03-28,2025-04-10,2025-04-15,0,Partial Refund,0,Checked-out
BKG142984,CUST17454,Amman Grand Hotel,Single,87.29,6,418.99,4.3,Cash,Direct,2025-05-08,2025-05-29,2025-06-04,20,Free Cancellation,0,Checked-out
BKG142985,CUST48188,Amman Grand Hotel,Double,63.31,2,51.28,4.1,Credit Card,Direct,2025-12-28,2026-01-09,2026-01-11,10,Non-refundable,1,Cancelled
BKG142986,CUST13286,Amman Grand Hotel,Deluxe,141.28,1,0.0,4.1,Credit Card,Agoda,2024-12-11,2025-01-09,2025-01-10,0,Free Cancellation,1,Cancelled
BKG142987,CUST33677,Amman Grand Hotel,Family,275.01,5,1306.3,3.8,Cash,Direct,2025-06-25,2025-07-04,2025-07-09,5,Partial Refund,0,Checked-out
BKG142988,CUST38990,Amman Grand Hotel,Double,72.7,6,436.2,4.2,Online Payment,Direct,2025-10-18,2025-10-19,2025-10-25,0,Free Cancellation,0,Checked-out
BKG142989,CUST19944,Amman Grand Hotel,Deluxe,126.83,1,0.0,4.1,Credit Card,Booking.com,2024-08-11,2024-09-02,2024-09-03,10,Free Cancellation,1,Cancelled
BKG142990,CUST12541,Amman Grand Hotel,Single,80.48,2,136.82,4.3,Credit Card,Agoda,2024-07-22,2024-08-13,2024-08-15,15,Free Cancellation,0,Checked-out
BKG142991,CUST14766,Amman Grand Hotel,Single,54.08,6,324.48,4.5,Credit Card,Expedia,2023-10-11,2023-11-06,2023-11-12,0,Free Cancellation,0,Checked-out
BKG142992,CUST49499,Amman Grand Hotel,Single,45.74,7,256.14,3.9,Credit Card,Booking.com,2025-01-23,2025-02-10,2025-02-17,20,Free Cancellation,0,Checked-out
BKG142993,CUST10067,Amman Grand Hotel,Family,197.13,4,749.09,4.0,Credit Card,Booking.com,2025-04-17,2025-04-29,2025-05-03,5,Partial Refund,0,Checked-out
BKG142994,CUST21340,Amman Grand Hotel,Deluxe,83.12,1,70.65,3.9,Bank Transfer,Direct,2023-02-05,2023-02-27,2023-02-28,15,Partial Refund,0,Checked-out
BKG142995,CUST54194,Amman Grand Hotel,Single,96.1,9,691.92,3.9,Credit Card,Booking.com,2023-04-26,2023-05-05,2023-05-14,20,Partial Refund,0,Checked-out
BKG142996,CUST27430,Amman Grand Hotel,Family,184.23,3,469.79,3.8,Online Payment,Expedia,2023-08-02,2023-08-21,2023-08-24,15,Free Cancellation,0,Checked-out
BKG142997,CUST16227,Amman Grand Hotel,Double,84.12,1,84.12,3.7,Bank Transfer,Direct,2023-06-22,2023-07-11,2023-07-12,0,Partial Refund,0,Checked-out
BKG142998,CUST12802,Amman Grand Hotel,Single,75.86,1,75.86,3.7,Credit Card,Direct,2023-07-24,2023-07-31,2023-08-01,0,Partial Refund,0,Checked-out
BKG142999,CUST51411,Amman Grand Hotel,Single,49.92,7,279.55,3.7,Online Payment,Expedia,2025-05-11,2025-05-21,2025-05-28,20,Partial Refund,0,Checked-out
BKG143000,CUST49505,Amman Grand Hotel,Single,73.42,5,330.39,3.7,Online Payment,Expedia,2025-07-27,2025-08-19,2025-08-24,10,Free Cancellation,0,Checked-out
BKG143001,CUST14415,Amman Grand Hotel,Deluxe,146.54,3,417.64,4.1,Online Payment,Booking.com,2025-08-16,2025-09-01,2025-09-04,5,Free Cancellation,0,Checked-out
BKG143002,CUST36518,Amman Grand Hotel,Suite,323.07,2,613.83,4.5,Credit Card,Agoda,2023-06-05,2023-07-09,2023-07-11,5,Partial Refund,0,Checked-out
BKG143003,CUST37912,Amman Grand Hotel,Family,201.67,8,1210.02,5.0,Cash,Direct,2025-04-05,2025-04-29,2025-05-07,25,Non-refundable,0,Checked-out
BKG143004,CUST41818,Amman Grand Hotel,Double,117.54,1,117.54,4.3,Credit Card,Direct,2024-04-11,2024-04-19,2024-04-20,0,Non-refundable,0,Checked-out
BKG143005,CUST16494,Amman Grand Hotel,Double,108.1,4,410.78,4.2,Credit Card,Booking.com,2023-06-08,2023-07-07,2023-07-11,5,Partial Refund,0,Checked-out
BKG143006,CUST16494,Amman Grand Hotel,Double,76.82,6,460.92,4.6,Online Payment,Booking.com,2023-01-14,2023-02-03,2023-02-09,0,Free Cancellation,0,Checked-out
BKG143007,CUST51628,Amman Grand Hotel,Family,195.99,2,372.38,3.7,Online Payment,Agoda,2023-10-18,2023-10-27,2023-10-29,5,Non-refundable,0,Checked-out
BKG143008,CUST38564,Amman Grand Hotel,Single,76.16,4,274.18,4.3,Credit Card,Direct,2025-05-11,2025-05-24,2025-05-28,10,Non-refundable,0,Checked-out
BKG143009,CUST26175,Amman Grand Hotel,Deluxe,146.96,3,418.84,4.0,Bank Transfer,Agoda,2023-07-15,2023-07-23,2023-07-26,5,Non-refundable,0,Checked-out
BKG143010,CUST47630,Amman Grand Hotel,Double,100.23,1,95.22,4.4,Credit Card,Booking.com,2025-03-13,2025-04-10,2025-04-11,5,Free Cancellation,0,Checked-out
BKG143011,CUST34181,Amman Grand Hotel,Single,84.24,9,720.25,4.5,Online Payment,Agoda,2024-08-05,2024-08-07,2024-08-16,5,Non-refundable,0,Checked-out
BKG143012,CUST15773,Amman Grand Hotel,Single,58.11,3,0.0,4.1,Credit Card,Agoda,2024-05-17,2024-05-21,2024-05-24,0,Free Cancellation,1,Cancelled
BKG143013,CUST43994,Amman Grand Hotel,Deluxe,106.81,6,0.0,4.1,Cash,Direct,2025-12-10,2025-12-17,2025-12-23,0,Free Cancellation,1,Cancelled
BKG143014,CUST47359,Amman Grand Hotel,Double,118.12,4,472.48,3.8,Credit Card,Booking.com,2025-04-03,2025-05-09,2025-05-13,0,Free Cancellation,0,Checked-out
BKG143015,CUST12397,Amman Grand Hotel,Single,81.06,3,231.02,4.2,Cash,Direct,2024-06-25,2024-07-15,2024-07-18,5,Free Cancellation,0,Checked-out
BKG143016,CUST16113,Amman Grand Hotel,Deluxe,137.56,9,1114.24,4.1,Online Payment,Direct,2025-10-17,2025-10-20,2025-10-29,10,Partial Refund,0,Checked-out
BKG143017,CUST19123,Amman Grand Hotel,Family,140.3,7,883.89,4.0,Credit Card,Direct,2024-11-06,2024-11-20,2024-11-27,10,Partial Refund,0,Checked-out
BKG143018,CUST16494,Amman Grand Hotel,Deluxe,143.93,8,1093.87,3.7,Credit Card,Direct,2025-01-01,2025-01-13,2025-01-21,5,Partial Refund,0,Checked-out
BKG143019,CUST42122,Amman Grand Hotel,Single,51.92,2,98.65,4.8,Online Payment,Expedia,2024-01-09,2024-02-23,2024-02-25,5,Partial Refund,0,Checked-out
BKG143020,CUST14795,Amman Grand Hotel,Single,76.59,7,509.32,5.0,Online Payment,Expedia,2024-08-23,2024-09-17,2024-09-24,5,Partial Refund,0,Checked-out
BKG143021,CUST14940,Amman Grand Hotel,Deluxe,141.41,3,424.23,4.8,Online Payment,Expedia,2025-08-25,2025-10-06,2025-10-09,0,Free Cancellation,0,Checked-out
BKG100465,CUST54869,Amman Grand Hotel,Deluxe,166.01,4,0.0,4.1,Credit Card,Expedia,2025-08-22,2025-10-03,2025-10-07,10,Free Cancellation,1,Cancelled
BKG143023,CUST34893,Amman Grand Hotel,Single,53.27,1,50.61,3.2,Credit Card,Direct,2024-09-10,2024-09-23,2024-09-24,5,Free Cancellation,0,Checked-out
BKG143024,CUST28039,Amman Grand Hotel,Double,93.06,1,0.0,4.1,Credit Card,Agoda,2023-07-29,2023-09-30,2023-10-01,10,Free Cancellation,1,Cancelled
BKG143025,CUST25227,Amman Grand Hotel,Double,94.91,3,270.49,4.1,Credit Card,Direct,2024-10-02,2024-10-25,2024-10-28,5,Non-refundable,0,Checked-out
BKG143026,CUST31950,Amman Grand Hotel,Family,141.75,4,567.0,4.4,Credit Card,Booking.com,2024-09-04,2024-09-29,2024-10-03,0,Partial Refund,0,Checked-out
BKG143027,CUST21192,Amman Grand Hotel,Family,180.71,2,343.35,4.2,Online Payment,Booking.com,2023-12-20,2024-01-20,2024-01-22,5,Free Cancellation,0,Checked-out
BKG143028,CUST51056,Amman Grand Hotel,Deluxe,145.72,9,1245.91,4.4,Bank Transfer,Direct,2024-06-08,2024-07-05,2024-07-14,5,Partial Refund,0,Checked-out
BKG143029,CUST51178,Amman Grand Hotel,Single,60.59,1,57.56,3.3,Cash,Direct,2025-07-13,2025-08-19,2025-08-20,5,Free Cancellation,0,Checked-out
BKG143030,CUST53108,Amman Grand Hotel,Single,86.52,2,173.04,4.7,Credit Card,Expedia,2025-11-28,2025-12-13,2025-12-15,0,Partial Refund,0,Checked-out
BKG143031,CUST51033,Amman Grand Hotel,Family,162.71,2,309.15,4.7,Cash,Direct,2023-12-26,2024-01-02,2024-01-04,5,Partial Refund,0,Checked-out
BKG143032,CUST51057,Amman Grand Hotel,Suite,265.53,3,756.76,4.6,Bank Transfer,Agoda,2024-09-22,2025-01-01,2025-01-04,5,Partial Refund,0,Checked-out
BKG143033,CUST31253,Amman Grand Hotel,Deluxe,185.64,6,1113.84,3.9,Credit Card,Direct,2024-07-13,2024-07-27,2024-08-02,0,Non-refundable,0,Checked-out
BKG143034,CUST21929,Amman Grand Hotel,Single,44.57,1,42.34,3.7,Credit Card,Booking.com,2024-01-05,2024-03-12,2024-03-13,5,Non-refundable,0,Checked-out
BKG143035,CUST26391,Amman Grand Hotel,Deluxe,104.3,2,198.17,4.4,Credit Card,Booking.com,2024-01-09,2024-02-10,2024-02-12,5,Free Cancellation,0,Checked-out
BKG143036,CUST43994,Amman Grand Hotel,Double,76.2,2,121.92,4.3,Online Payment,Direct,2024-01-04,2024-01-17,2024-01-19,20,Free Cancellation,0,Checked-out
BKG143037,CUST16330,Amman Grand Hotel,Single,70.87,1,31.89,4.1,Online Payment,Direct,2025-12-29,2025-12-30,2025-12-31,0,Non-refundable,1,Cancelled
BKG143038,CUST10434,Amman Grand Hotel,Double,92.76,8,556.56,4.7,Credit Card,Agoda,2025-04-16,2025-04-23,2025-05-01,25,Non-refundable,0,Checked-out
BKG143039,CUST42336,Amman Grand Hotel,Single,74.85,3,224.55,4.7,Credit Card,Direct,2025-07-12,2025-07-19,2025-07-22,0,Partial Refund,0,Checked-out
BKG143040,CUST33230,Amman Grand Hotel,Single,61.73,4,246.92,3.8,Credit Card,Booking.com,2025-03-17,2025-04-05,2025-04-09,0,Partial Refund,0,Checked-out
BKG143041,CUST43921,Amman Grand Hotel,Double,50.0,1,0.0,4.1,Bank Transfer,Expedia,2024-05-26,2024-06-05,2024-06-06,0,Free Cancellation,1,Cancelled
BKG143042,CUST38588,Amman Grand Hotel,Double,78.34,4,297.69,4.5,Bank Transfer,Booking.com,2024-03-12,2024-03-31,2024-04-04,5,Partial Refund,0,Checked-out
BKG143043,CUST16494,Amman Grand Hotel,Single,61.75,2,50.02,4.1,Credit Card,Expedia,2024-07-26,2024-08-22,2024-08-24,10,Non-refundable,1,Cancelled
BKG143044,CUST39473,Amman Grand Hotel,Single,71.42,8,514.22,4.2,Credit Card,Direct,2023-12-15,2023-12-28,2024-01-05,10,Free Cancellation,0,Checked-out
BKG143045,CUST53955,Amman Grand Hotel,Double,145.75,12,0.0,4.1,Credit Card,Booking.com,2024-07-17,2024-08-13,2024-08-25,15,Free Cancellation,1,Cancelled
BKG143046,CUST36504,Amman Grand Hotel,Suite,284.77,3,811.59,4.6,Online Payment,Booking.com,2025-03-10,2025-03-30,2025-04-02,5,Partial Refund,0,Checked-out
BKG143047,CUST18066,Amman Grand Hotel,Deluxe,136.95,2,68.47,4.1,Bank Transfer,Expedia,2025-07-20,2025-07-24,2025-07-26,0,Partial Refund,1,Cancelled
BKG143048,CUST16494,Amman Grand Hotel,Single,52.14,4,187.7,3.7,Credit Card,Direct,2024-02-19,2024-03-04,2024-03-08,10,Partial Refund,0,Checked-out
BKG143049,CUST16726,Amman Grand Hotel,Suite,245.82,3,737.46,3.4,Credit Card,Direct,2023-09-01,2023-09-05,2023-09-08,0,Free Cancellation,0,Checked-out
BKG143050,CUST42061,Amman Grand Hotel,Family,108.1,4,432.4,4.5,Credit Card,Booking.com,2023-09-19,2023-11-16,2023-11-20,0,Partial Refund,0,Checked-out
BKG143051,CUST46510,Amman Grand Hotel,Single,55.41,1,52.64,4.1,Bank Transfer,Direct,2025-09-26,2025-10-12,2025-10-13,5,Non-refundable,0,No-show
BKG143052,CUST16494,Amman Grand Hotel,Deluxe,159.89,2,255.82,4.8,Cash,Direct,2024-08-29,2024-09-11,2024-09-13,20,Partial Refund,0,Checked-out
BKG143053,CUST54283,Amman Grand Hotel,Double,79.73,1,79.73,4.0,Credit Card,Agoda,2024-11-04,2024-12-09,2024-12-10,0,Free Cancellation,0,Checked-out
BKG143054,CUST40144,Amman Grand Hotel,Deluxe,91.87,4,367.48,3.7,Credit Card,Booking.com,2025-08-17,2025-09-18,2025-09-22,0,Non-refundable,0,Checked-out
BKG143055,CUST27375,Amman Grand Hotel,Double,87.47,4,332.39,3.3,Credit Card,Direct,2023-08-25,2023-09-05,2023-09-09,5,Partial Refund,0,Checked-out
BKG143056,CUST23169,Amman Grand Hotel,Single,75.12,6,405.65,3.9,Online Payment,Agoda,2024-06-05,2024-06-28,2024-07-04,10,Free Cancellation,0,Checked-out
BKG143057,CUST43994,Amman Grand Hotel,Double,114.38,4,434.64,3.8,Credit Card,Booking.com,2025-07-13,2025-07-28,2025-08-01,5,Free Cancellation,0,Checked-out
BKG143058,CUST33890,Amman Grand Hotel,Suite,377.51,1,152.89,4.1,Credit Card,Expedia,2024-04-15,2024-05-09,2024-05-10,10,Non-refundable,1,Cancelled
BKG143059,CUST26401,Amman Grand Hotel,Double,61.31,1,58.24,4.8,Credit Card,Booking.com,2025-03-28,2025-04-10,2025-04-11,5,Partial Refund,0,Checked-out
BKG143060,CUST16227,Amman Grand Hotel,Deluxe,193.13,2,91.74,4.1,Online Payment,Agoda,2025-05-09,2025-05-29,2025-05-31,5,Partial Refund,1,Cancelled
BKG143061,CUST37420,Amman Grand Hotel,Deluxe,95.61,1,81.27,4.3,Online Payment,Direct,2025-03-20,2025-03-27,2025-03-28,15,Partial Refund,0,Checked-out
BKG143062,CUST32473,Amman Grand Hotel,Single,91.84,9,0.0,4.1,Online Payment,Booking.com,2025-12-04,2025-12-17,2025-12-26,5,Free Cancellation,1,Cancelled
BKG143063,CUST42657,Amman Grand Hotel,Double,65.46,1,62.19,3.8,Bank Transfer,Direct,2025-12-05,2025-12-06,2025-12-07,5,Partial Refund,0,Checked-out
BKG143064,CUST54448,Amman Grand Hotel,Deluxe,142.06,4,568.24,4.8,Credit Card,Direct,2024-02-07,2024-02-29,2024-03-04,0,Non-refundable,0,Checked-out
BKG143065,CUST31468,Amman Grand Hotel,Single,62.33,1,62.33,4.7,Credit Card,Expedia,2023-07-23,2023-08-17,2023-08-18,0,Partial Refund,0,Checked-out
BKG143066,CUST53772,Amman Grand Hotel,Deluxe,124.38,2,223.88,3.3,Online Payment,Booking.com,2025-09-25,2025-10-17,2025-10-19,10,Partial Refund,0,Checked-out
BKG143067,CUST12146,Amman Grand Hotel,Double,87.23,2,157.01,4.6,Credit Card,Expedia,2025-12-23,2026-01-03,2026-01-05,10,Free Cancellation,0,Checked-out
BKG143068,CUST35950,Amman Grand Hotel,Deluxe,105.93,2,180.08,4.3,Bank Transfer,Booking.com,2024-07-08,2024-07-28,2024-07-30,15,Non-refundable,0,Checked-out
BKG143069,CUST46996,Amman Grand Hotel,Single,62.23,1,62.23,4.1,Credit Card,Expedia,2023-12-12,2023-12-25,2023-12-26,0,Non-refundable,0,Checked-out
BKG143070,CUST18054,Amman Grand Hotel,Double,92.64,2,44.0,4.1,Online Payment,Agoda,2023-10-13,2023-10-23,2023-10-25,5,Partial Refund,1,Cancelled
BKG143071,CUST33425,Amman Grand Hotel,Single,51.78,6,310.68,3.6,Credit Card,Booking.com,2023-11-11,2023-11-27,2023-12-03,0,Free Cancellation,0,Checked-out
BKG143072,CUST46792,Amman Grand Hotel,Suite,238.36,1,238.36,4.3,Credit Card,Direct,2025-09-02,2025-09-11,2025-09-12,0,Partial Refund,0,Checked-out
BKG143073,CUST32982,Amman Grand Hotel,Single,56.92,9,384.21,4.0,Credit Card,Direct,2023-09-27,2023-10-03,2023-10-12,25,Free Cancellation,0,Checked-out
BKG143074,CUST36504,Amman Grand Hotel,Single,57.87,3,164.93,4.2,Credit Card,Direct,2025-08-03,2025-08-19,2025-08-22,5,Non-refundable,0,Checked-out
BKG143075,CUST12949,Amman Grand Hotel,Deluxe,174.66,1,165.93,3.8,Credit Card,Expedia,2024-08-05,2024-08-28,2024-08-29,5,Free Cancellation,0,Checked-out
BKG143076,CUST48599,Amman Grand Hotel,Double,80.51,7,479.03,3.8,Credit Card,Booking.com,2024-12-28,2025-01-22,2025-01-29,15,Partial Refund,0,Checked-out
BKG143077,CUST10484,Amman Grand Hotel,Double,111.15,6,633.56,4.5,Credit Card,Booking.com,2023-10-16,2023-11-14,2023-11-20,5,Partial Refund,0,Checked-out
BKG143078,CUST33230,Amman Grand Hotel,Deluxe,123.32,1,117.15,3.4,Cash,Direct,2023-05-27,2023-06-12,2023-06-13,5,Free Cancellation,0,Checked-out
BKG143079,CUST32035,Amman Grand Hotel,Deluxe,187.4,5,843.3,4.6,Credit Card,Agoda,2025-05-03,2025-05-24,2025-05-29,10,Partial Refund,0,Checked-out
BKG143080,CUST14415,Amman Grand Hotel,Suite,244.44,2,439.99,4.6,Online Payment,Expedia,2023-01-09,2023-03-03,2023-03-05,10,Non-refundable,0,Checked-out
BKG143081,CUST19553,Amman Grand Hotel,Double,74.53,3,223.59,4.6,Cash,Direct,2025-11-07,2025-11-28,2025-12-01,0,Free Cancellation,0,Checked-out
BKG143082,CUST43186,Amman Grand Hotel,Double,66.73,4,226.88,4.8,Credit Card,Direct,2025-11-07,2025-11-27,2025-12-01,15,Partial Refund,0,Checked-out
BKG143083,CUST50637,Amman Grand Hotel,Double,135.02,6,810.12,4.3,Credit Card,Booking.com,2025-06-18,2025-07-02,2025-07-08,0,Non-refundable,0,Checked-out
BKG143084,CUST16494,Amman Grand Hotel,Single,48.11,5,240.55,4.0,Online Payment,Expedia,2024-11-17,2024-11-25,2024-11-30,0,Free Cancellation,0,Checked-out
BKG143085,CUST52732,Amman Grand Hotel,Suite,427.89,4,1369.25,4.8,Credit Card,Direct,2023-07-18,2023-07-28,2023-08-01,20,Partial Refund,0,Checked-out
BKG143086,CUST16494,Amman Grand Hotel,Family,165.86,5,787.84,4.1,Online Payment,Booking.com,2025-01-27,2025-02-03,2025-02-08,5,Non-refundable,0,Checked-out
BKG143087,CUST37540,Amman Grand Hotel,Deluxe,107.19,4,364.45,3.5,Bank Transfer,Booking.com,2025-12-20,2026-01-04,2026-01-08,15,Non-refundable,0,Checked-out
BKG143088,CUST39420,Amman Grand Hotel,Suite,445.19,9,2804.7,4.2,Credit Card,Direct,2023-06-28,2023-07-10,2023-07-19,30,Partial Refund,0,Checked-out
BKG143089,CUST40814,Amman Grand Hotel,Single,59.62,3,178.86,4.3,Online Payment,Expedia,2023-04-09,2023-04-30,2023-05-03,0,Non-refundable,0,Checked-out
BKG143090,CUST43994,Amman Grand Hotel,Family,200.67,3,541.81,4.2,Online Payment,Booking.com,2023-06-06,2023-06-12,2023-06-15,10,Non-refundable,0,Checked-out
BKG143091,CUST34946,Amman Grand Hotel,Single,96.91,2,174.44,2.8,Online Payment,Direct,2023-07-04,2023-07-31,2023-08-02,10,Partial Refund,0,Checked-out
BKG143092,CUST11401,Amman Grand Hotel,Family,130.83,3,83.4,4.1,Online Payment,Direct,2023-03-05,2023-03-19,2023-03-22,15,Partial Refund,1,Cancelled
BKG143093,CUST34351,Amman Grand Hotel,Suite,255.62,3,728.52,3.9,Credit Card,Booking.com,2025-02-11,2025-02-23,2025-02-26,5,Non-refundable,0,Checked-out
BKG143094,CUST46996,Amman Grand Hotel,Double,91.31,5,0.0,4.1,Online Payment,Booking.com,2025-06-28,2025-08-11,2025-08-16,20,Free Cancellation,1,Cancelled
BKG143095,CUST35888,Amman Grand Hotel,Double,67.69,6,385.83,3.3,Credit Card,Direct,2024-11-29,2024-12-17,2024-12-23,5,Partial Refund,0,Checked-out
BKG143096,CUST16494,Amman Grand Hotel,Single,39.85,3,26.9,4.1,Online Payment,Booking.com,2024-02-07,2024-02-23,2024-02-26,10,Partial Refund,1,Cancelled
BKG143097,CUST18066,Amman Grand Hotel,Suite,196.86,3,157.49,4.1,Bank Transfer,Direct,2024-08-29,2024-09-14,2024-09-17,20,Free Cancellation,0,No-show
BKG143098,CUST33052,Amman Grand Hotel,Double,63.34,4,215.36,4.3,Credit Card,Agoda,2024-05-07,2024-05-14,2024-05-18,15,Free Cancellation,0,Checked-out
BKG143099,CUST16227,Amman Grand Hotel,Double,75.39,2,150.78,4.2,Credit Card,Agoda,2025-03-22,2025-04-10,2025-04-12,0,Partial Refund,0,Checked-out
BKG143100,CUST16227,Amman Grand Hotel,Single,45.54,1,45.54,3.5,Credit Card,Agoda,2025-09-05,2025-10-04,2025-10-05,0,Partial Refund,0,Checked-out
BKG143101,CUST35872,Amman Grand Hotel,Suite,336.89,9,2577.21,4.5,Credit Card,Expedia,2024-12-12,2024-12-28,2025-01-06,15,Free Cancellation,0,Checked-out
BKG143102,CUST52380,Amman Grand Hotel,Suite,381.01,1,342.91,4.8,Credit Card,Direct,2025-07-18,2025-08-08,2025-08-09,10,Partial Refund,0,Checked-out
BKG143103,CUST20605,Amman Grand Hotel,Family,184.22,2,350.02,3.4,Cash,Expedia,2023-06-16,2023-06-25,2023-06-27,5,Free Cancellation,0,Checked-out
BKG143104,CUST31998,Amman Grand Hotel,Family,255.89,3,690.9,4.2,Online Payment,Expedia,2025-07-13,2025-08-01,2025-08-04,10,Non-refundable,0,Checked-out
BKG143105,CUST24366,Amman Grand Hotel,Single,48.5,5,242.5,4.2,Online Payment,Booking.com,2024-11-01,2024-11-24,2024-11-29,0,Free Cancellation,0,Checked-out
BKG143106,CUST43525,Amman Grand Hotel,Single,83.85,2,150.93,4.3,Credit Card,Agoda,2024-05-21,2024-05-26,2024-05-28,10,Free Cancellation,0,Checked-out
BKG143107,CUST34351,Amman Grand Hotel,Double,98.36,4,0.0,4.1,Bank Transfer,Direct,2025-05-31,2025-06-05,2025-06-09,15,Free Cancellation,1,Cancelled
BKG143108,CUST37100,Amman Grand Hotel,Double,87.86,2,158.15,4.8,Cash,Expedia,2023-05-13,2023-05-23,2023-05-25,10,Free Cancellation,0,Checked-out
BKG143109,CUST34351,Amman Grand Hotel,Double,125.42,4,125.42,4.1,Credit Card,Direct,2024-05-03,2024-05-09,2024-05-13,0,Partial Refund,1,Cancelled
BKG143110,CUST46400,Amman Grand Hotel,Single,62.54,3,53.16,4.1,Cash,Direct,2023-03-01,2023-03-23,2023-03-26,15,Free Cancellation,0,No-show
BKG143111,CUST16494,Amman Grand Hotel,Single,67.7,2,108.32,3.1,Credit Card,Direct,2025-11-16,2025-12-21,2025-12-23,20,Partial Refund,0,Checked-out
BKG143112,CUST47557,Amman Grand Hotel,Double,90.64,14,1142.06,4.5,Credit Card,Direct,2024-02-21,2024-03-01,2024-03-15,10,Partial Refund,0,Checked-out
BKG143113,CUST16227,Amman Grand Hotel,Single,64.26,1,64.26,4.1,Credit Card,Expedia,2024-05-04,2024-05-28,2024-05-29,0,Free Cancellation,0,No-show
BKG143114,CUST37420,Amman Grand Hotel,Single,67.76,1,64.37,4.4,Online Payment,Booking.com,2025-05-09,2025-05-27,2025-05-28,5,Non-refundable,0,Checked-out
BKG143115,CUST32985,Amman Grand Hotel,Single,63.81,11,666.81,4.2,Credit Card,Booking.com,2025-09-26,2025-10-04,2025-10-15,5,Free Cancellation,0,Checked-out
BKG143116,CUST28039,Amman Grand Hotel,Double,120.53,4,216.95,4.1,Credit Card,Booking.com,2025-06-21,2025-07-18,2025-07-22,0,Non-refundable,1,Cancelled
BKG143117,CUST34286,Amman Grand Hotel,Deluxe,123.57,5,0.0,4.1,Online Payment,Booking.com,2023-12-24,2024-01-21,2024-01-26,0,Free Cancellation,1,Cancelled
BKG143118,CUST21102,Amman Grand Hotel,Single,57.09,1,48.53,4.2,Online Payment,Agoda,2023-11-02,2023-11-29,2023-11-30,15,Partial Refund,0,Checked-out
BKG143119,CUST28719,Amman Grand Hotel,Family,188.24,6,1129.44,4.1,Credit Card,Expedia,2025-09-09,2025-09-25,2025-10-01,0,Free Cancellation,0,Checked-out
BKG143120,CUST11760,Amman Grand Hotel,Double,74.55,2,149.1,3.9,Cash,Direct,2023-02-21,2023-02-26,2023-02-28,0,Non-refundable,0,Checked-out
BKG143121,CUST54869,Amman Grand Hotel,Family,261.6,1,261.6,3.9,Online Payment,Booking.com,2024-06-09,2024-07-16,2024-07-17,0,Free Cancellation,0,Checked-out
BKG143122,CUST14778,Amman Grand Hotel,Single,65.03,3,175.58,4.4,Online Payment,Booking.com,2024-09-26,2024-10-05,2024-10-08,10,Free Cancellation,0,Checked-out
BKG143123,CUST46996,Amman Grand Hotel,Family,170.0,2,153.0,4.1,Credit Card,Booking.com,2023-12-01,2023-12-14,2023-12-16,0,Non-refundable,1,Cancelled
